"registryid","population_center","population_center_state","population_center_dist","ret_facility_name","ret_facility_id","ret_facility_dist","road_name","road_dist","substation_name","substation_countyfips","substation_dist"
"110044763850","Chicago Heights","IL","1702.39801087739","ITT Cogen Facility","52021","48923.8843946673","State Rte 394","4724.18672302535","UNKNOWN157566","17031","2586.91490722386"
"110038747461","East Hartford","CT","14316.175942162","HSCo CHP","57179","16254.0997078416","I- 91","6534.6792294306","SOUTH WINDSOR","09003","2818.77775269475"
"110055130219","Washington","DC","6893.83806170554","Chalk Point Steam","65285","61943.2225277876","US Hwy 50","286.948073811496","UNKNOWN162145","11001","922.777329273648"
"110055263995","Greenville","NC","51745.8209626934","Edgecombe Genco LLC","10384","82500.7815064727","US Hwy 64","3104.95483658307","EVERETTS","37117","7372.11169453219"
"110070081535","New Bedford","MA","4314.38981523891","Pilgrim Nuclear Power Station","1590","56442.1935761841","Gold Star Mothers Memorial Hwy","1409.81500902413","ACUSHNET TAP","25005","1143.68622640363"
"110056254501","Burlington","VT","133518.574509886","Mead Rumford Cogen","10491","164844.779641923","I- 91","1855.2108100098","UNKNOWN162234","50005","224.616184646535"
"110039550820","Clearwater","FL","849.250362623624","Higgins","630","16367.1041804828","State Hwy 55","7770.33941934353","CLEARWATER","12103","1880.15725705234"
"110042302335","Oklahoma City","OK","747.160344341161","Weleetka","2966","155261.570504009","US Hwy 77","1052.89653382585","UNKNOWN118540","40109","1054.97866137952"
"110040720280","Hazelwood","MO","6821.17518388346","Sioux","2107","24655.8806756343","I- 170","1416.87385311692","UNKNOWN117719","29189","2315.03633740593"
"110038706950","Farmington","NM","176743.851334906","Nucla","527","96113.5203003999","I- 70","180845.988728472","UNKNOWN205925","08091","4801.30209550256"
"110070570278","Carson City","NV","65149.5712037593","Fort Churchill","2330","5609.51555236353","I- 580","62454.4521876392","FORT CHURCHILL","32019","5505.04545727621"
"110071089998","Plum","PA","57665.4058504629","Cheswick Power Plant","8226","50992.1946502959","Benjamin Franklin Hwy","4042.12334982884","LIONS ROAD","42019","4559.78041814048"
"110038735688","Peabody","MA","838.30291295624","Waters River","1678","2597.63643527812","State Rte 128","2554.22958310325","UNKNOWN133553","25009","2503.96692611628"
"110070057783","Indianapolis","IN","2028.38916840261","Crawfordsville Power Plant","1024","93007.9925336391","I- 70","254.094693791047","UNKNOWN124525","18097","1381.76252057551"
"110039550287","Westerville","OH","29816.0375506281","Conesville","2840","87605.3406251257","State Rte 161","16213.6542693297","JUG STREET","39089","16497.6213606665"
"110043693125","Cleveland Heights","OH","5413.36571849337","Arcelormittal Cleveland Inc","10398","8042.11659292959","I- 490","5566.46598542454","UNIVERSITY CIRCLE","39035","395.301580497804"
"110070354547","Sioux Falls","SD","86618.7563974236","Angus Anson","7237","75322.7862080967","I- 29","19153.6567600478","UNKNOWN138637","46101","7658.7237627541"
"110060531679","Kalamazoo","MI","3025.31063926886","Graphic Packaging","10698","3298.6044853238","US Hwy 131 Bus","3360.06245397084","UNKNOWN128777","26077","1445.08483532159"
"110043241462","Sanford","NC","898.945813603237","Mecklenburg Power Station","52007","170203.513782603","US Hwy 15","1849.98486004086","UNKNOWN114148","37105","2134.14522928119"
"110070262022","Lodi","CA","1292.11449953716","Pacific Ethanol Stockton Cogen Plant","61027","27749.6796145","State Rte 12","1614.31236125343","LODI","06077","1470.84690633239"
"110070384773","Carson City","NV","29289.0513969209","Fort Churchill","2330","70995.7978576112","I- 580","23309.9692509339","BUCKEYE","32005","2485.35605672954"
"110070004598","Rochester","NH","31742.5397832455","Waters River","1678","137715.882298802","I- 95","23474.0260856104","SANFORD","23031","3062.99669809689"
"110071089071","Oklahoma City","OK","5952.9498035984","Weleetka","2966","150546.633332577","I- 35","776.528707055157","UNKNOWN119396","40109","2462.16116445177"
"110038710268","Poway","CA","387.05307852912","UCSD Fuel Cell Plant","57735","23792.5161840895","Escondido Fwy","5621.90622998869","POMERADO","06073","2332.84814860749"
"110070560369","Jersey City","NJ","3954.22822255941","Newark Bay Cogeneration Partnership LP","50385","4890.25798873993","New Jersey Tpke Exd","1653.62917358085","BAYONNE SWITCHING STATION","34017","1507.39108991795"
"110070384794","Apache Junction","AZ","146242.416361205","Cholla","113","123473.627576675","I- 40","121094.985863514","UNKNOWN304829","04017","53745.6746694926"
"110059658259","Green Bay","WI","13118.426092924","Consumer Operations LLC","10360","11238.3805950724","US Hwy 41","4540.88845630261","MASON ST","55009","3220.79090824545"
"110060947926","Fort Lauderdale","FL","1524.74569010829","Indiantown Cogeneration LP","50976","120919.891861633","State Hwy 9","3138.89509819801","SISTRUNK","12011","957.79958801024"
"110038708556","Tulsa","OK","563.949273664228","GREC","165","78864.768337729","US Hwy 64","581.702683634297","UNKNOWN118355","40143","433.264963823956"
"110038730166","West Little River","FL","5432.48163834072","Indiantown Cogeneration LP","50976","152849.641906462","I- 95","1764.09648227175","LEMON CITY","12086","281.29765317919"
"110046369951","Conway","AR","1952.77491724146","Lake Catherine","170","103263.03147603","US Hwy 65","1348.75389233954","UNKNOWN117289","05045","3777.79841951748"
"110063008640","Bozeman","MT","73730.4654176662","Colstrip","6076","560003.492252388","I- 90","14946.3453308271","UNKNOWN205610","30031","679.214199924108"
"110071089512","Cleveland Heights","OH","3866.27787747909","Arcelormittal Cleveland Inc","10398","14051.3648676614","NW Fwy","3608.8262781791","UNKNOWN113833","39035","1049.48929472609"
"110070234833","Rockford","IL","3472.40655656511","Rock River","4057","48370.4431837215","US Hwy 20","6222.15525756025","UNKNOWN144434","17201","274.172884612916"
"110000532825","Springfield","MO","2617.79708890438","James River Power Station","2161","15057.5434429151","I- 44","5220.61694354511","UNKNOWN117162","29077","106.981445086017"
"110070069085","Anderson","IN","32152.9537475048","Caterpillar","50935","113523.694525437","I- 69","31569.9872381999","ELWOOD","18095","289.317387165736"
"110039063214","Middletown","CT","7506.63209978453","HSCo CHP","57179","26269.7930190834","State Hwy 9","122.143304846042","WEST SIDE","09007","3830.30571565715"
"110044764252","Waterbury","CT","691.019776955676","Capitol District Energy Center","50498","48421.8149762238","Yankee Expy","1630.24256968038","NOERA","09009","1107.62765761184"
"110070384708","Menomonee Falls","WI","18227.8053084432","South Oak Creek","4041","74531.8654730053","US Hwy 45","1352.43073438022","MAPLE (WE)","55131","5686.8967902934"
"110045013196","Gardena","CA","417.800767701975","AES Redondo Beach LLC","356","11041.3688597463","Harbor Fwy","2605.15627032552","BRIGHTON","06037","1483.64590338169"
"110070057698","Huntington","WV","5870.32689806422","W H Zimmer","6019","204596.520413334","I- 64","1168.52669913624","WEST HUNTINGTON","54011","962.014714063831"
"110038750143","Cranston","RI","3292.16668330317","Pawtucket Power Associates","54056","14608.7730216384","I- 95","1508.60279412634","UNKNOWN130527","44007","1373.34245713104"
"110071162587","Olympia","WA","1505.74079751161","Transalta Centralia Generation","3845","47253.3953714723","I- 5","2280.67941954244","THURSTON","53067","791.516484441175"
"110067450715","Milwaukee","WI","5803.02523503065","South Oak Creek","4041","35090.4828729065","State Hwy 175","2124.11126375696","CENTER","55079","1616.34091142469"
"110071229172","Dallas","TX","3597.56681084134","University of Texas at Dallas","54607","30412.7971623469","I- 45","125.547870195868","WALL ST","48113","1436.8882901344"
"110054363951","Holland","MI","59225.5686915079","Palisades","1715","12107.4840759294","I- 196","1776.88083524","SOUTH HAVEN","26159","2398.16155015606"
"110041140342","Jeffersonville","IN","2444.80538456197","Zorn","1368","6272.91302555315","I- 65","1014.39758902113","UNKNOWN125455","18019","918.353374477531"
"110070209714","Pearl City","HI","2496.63229324587","AES Hawaii","10673","19988.2307829575","I- H-1","731.591936512412","WAIAU 1","15003","1273.79747490742"
"110038707977","Grand Junction","CO","181094.284207698","Nucla","527","90466.0102956831","I- 70","173659.945503734","UNKNOWN201853","08091","11229.9281007663"
"110038755825","Joplin","MO","48094.7933108014","Asbury","2076","69916.476938379","Will Rogers Tpke","7224.63252732235","UNKNOWN168591","40115","3630.76558854724"
"110071089778","Pocatello","ID","25170.3563692901","Naughton","4162","280404.918070226","I- 15","3227.71867680127","FORT HALL","16011","1016.22713825102"
"110056364884","Cincinnati","OH","15838.7680474084","Hamilton (OH)","2917","42274.4894727813","I- 71","4075.99443296692","UNKNOWN112871","39061","1105.83242929942"
"110044761727","Midland","MI","259986.412276131","TES Filer City Station","50835","249257.82398471","I- 75","1890.11093456182","UNKNOWN143811","26031","10524.6209060874"
"110070556253","Bangor","ME","1425.4126279632","Androscoggin Mill","54085","170162.391374058","I- 395","1994.68295853414","UNKNOWN161344","23019","1875.90124316623"
"110039553140","Arvada","CO","3829.4111098826","Cherokee","469","13787.8444075394","I- 70","2420.88311451836","RUSSELL","08059","1818.08016960589"
"110069441713","North Tonawanda","NY","10530.2063532458","General Mills Inc","54564","33855.1699106542","I- 190","5090.64625563178","UNKNOWN125295","36063","1430.06231361156"
"110039061859","Inver Grove Heights","MN","9925.32031496514","Inver Hills","1913","16193.2158089359","I- 494","604.356127938439","RED ROCK","27037","879.318802081705"
"110045012874","Midland","MI","316716.411777061","TES Filer City Station","50835","302483.523145515","I- 75","18434.5528566815","UNKNOWN128298","26031","1909.08411461279"
"110001625108","Barberton","OH","2523.20575328406","Akron Recycle Energy Plant","54265","12941.1245953339","US Hwy 224","2957.12463710756","UNKNOWN113680","39153","774.995776483758"
"110070261998","Stillwater","OK","1770.50981902204","Ponca","762","79783.0400665127","Cimarron Tpke","7720.47028176004","UNKNOWN118673","40119","87.7289692668275"
"110000700750","Dearborn","MI","2010.49752296602","River Rouge","1740","8135.38731661819","Detroit Industrial Expy","1132.32849061689","UNKNOWN130404","26163","600.838419556067"
"110038719072","Poway","CA","237.761507543979","UCSD Fuel Cell Plant","57735","23224.8347745089","Escondido Fwy","5083.05536533009","POMERADO","06073","2677.276722367"
"110044764243","Lewisville","TX","750.984942389277","University of Texas at Dallas","54607","28355.3974069091","US Hwy 77","1322.53625983244","JONES STREET","48121","2658.69920057132"
"110070789785","Wheeling","WV","43345.4880604254","Cardinal","2828","17167.0318440071","US Hwy 22","1757.35764929288","UNKNOWN136865","39081","2337.99743677737"
"110039554158","Tacoma","WA","3993.50796766464","University of Washington Power Plant","54809","69713.0118876677","I- 705","1326.30066744047","NISQUALLY","53053","1155.23373747748"
"110038764334","Fitchburg","MA","29706.0422661425","Simonds","58945","35510.4950350147","State Rte 2","18307.3308431373","EAST WINCHENDON","25027","3785.44404843044"
"110038759705","Great Falls","MT","219953.808269839","Colstrip","6076","367324.689848539","I- 90","206554.409942885","UNKNOWN205086","30027","519.513042941106"
"110038706987","Farmington","NM","180765.558718087","Nucla","527","95180.7896458704","I- 70","177489.804059235","UNKNOWN205925","08091","7667.61377477695"
"110061039807","Hercules","CA","3303.79348061967","Coca Cola American Canyon","57807","21692.715290685","I- 80","2003.15340839924","OLEUM","06013","1805.7991046704"
"110041263334","Mount Pleasant","MI","91720.1742823909","TES Filer City Station","50835","102276.789286744","US Hwy 131","2423.81166146716","UNKNOWN145733","26107","8401.90114714824"
"110038708226","East St. Louis","IL","6096.18514384204","Sioux","2107","39429.8505003939","I- 70","1025.60399191393","UNKNOWN121704","17163","968.676187586516"
"110070149322","Farmington","NM","96334.6076621419","San Juan","2451","78237.7188070942","I- 70","242752.635807258","UNKNOWN205922","08083","1384.22234090297"
"110001455684","St. Louis","MO","5702.71683941815","Meramec","2104","29101.4373627367","I- 44","2910.80234185234","UNKNOWN156574","29510","3507.96348387437"
"110002162864","Logan","UT","38797.5864695508","Gadsby","3648","110179.902271447","I- 84","5673.00368236254","BRIGHAM","49003","1331.93048992507"
"110059658794","Farmington","NM","85952.6072394987","San Juan","2451","62175.6538302718","I- 40","227884.910199274","UNKNOWN208065","08083","5032.27539301728"
"110043636866","Cleveland","OH","8266.21639960246","Arcelormittal Cleveland Inc","10398","3965.84034607733","State Rte 176","281.948122445993","UNKNOWN113713","39035","1614.54069931156"
"110059721911","Akron","OH","3600.40605012061","Akron Recycle Energy Plant","54265","2484.53518844527","I- 77","827.664319900648","GETZ","39153","597.248817617399"
"110039062821","Bristol","TN","48507.991322736","Marshall (NC)","2727","152330.698431134","US Hwy 58","36221.03339504","UNKNOWN116723","47091","426.001810049858"
"110071090703","Jersey City","NJ","3878.24936059171","Newark Bay Cogeneration Partnership LP","50385","3995.25694633884","New Jersey Tpke Exd","2212.94710209768","BAYONNE SWITCHING STATION","34017","1836.03447661805"
"110039061902","Inver Grove Heights","MN","10392.9500790544","Inver Hills","1913","16509.0703233906","I- 494","482.068371634238","RED ROCK","27037","283.291422368401"
"110039556762","Covington","KY","512.642977792593","Miami Fort","2832","33126.1151824825","US Hwy 50","1597.91166856468","UNKNOWN137586","21117","1906.59614351785"
"110038752187","Providence","RI","1169.80715989853","Pawtucket Power Associates","54056","4749.37956694415","I- 95","104.231830664637","UNKNOWN172727","44007","1140.62415031283"
"110070164216","Scranton","PA","31314.9274256356","TalenEnergy Martins Creek","3148","123075.948050841","Roosevelt Hwy","1582.51110697834","UNKNOWN123578","42069","1032.31038980026"
"110070149178","Somerville","MA","2038.22359606099","Mystic Generating Station","1588","2387.21861171686","I- 93","1015.8490138562","SOMERVILLE","25017","1265.46280321785"
"110063010405","Charleston","WV","47837.3607999394","Elkton","52148","294874.860967526","I- 77","11820.5765228952","UNKNOWN128945","54019","1755.55372629338"
"110038705461","Pittsburgh","PA","5906.34225091965","Cheswick Power Plant","8226","21554.0517912056","E Ohio St","125.819281604416","ARSENAL","42003","2549.37052271618"
"110067997056","Duluth","MN","182492.350333034","Taconite Harbor Energy Center","10075","121267.559392234","I- 35","178909.877561143","UNKNOWN171008","27137","2706.71836039802"
"110039545962","Sahuarita","AZ","77101.4280907253","H Wilson Sundt Generating Station","126","107043.549019501","I- 19","1886.58587338594","VALENCIA","04023","2682.21170036753"
"110038706683","Farmington","NM","180245.177473018","Nucla","527","96892.2534021789","I- 70","178951.024993413","UNKNOWN205925","08091","6308.49235872053"
"110038735839","Wilmington","DE","1089.66210921636","Chambers Cogeneration LP","10566","10231.9535478023","US Hwy 202","1752.62850580645","BRANDYWINE","10003","316.980444878084"
"110040477613","Philadelphia","PA","7243.99860071521","Philadelphia Refinery","52106","15110.2292100598","Roosevelt Blvd","2688.6226815948","NORTH PHILADELPHIA","42101","1066.28523489917"
"110038734313","Inver Grove Heights","MN","6929.95058470674","Inver Hills","1913","12998.6219730884","I- 494","1848.32326399402","RED ROCK","27037","3821.26490720221"
"110039543447","Saginaw","MI","3288.45977139443","Dan E Karn","1702","36100.0399460032","I- 675","2351.48946945458","UNKNOWN156579","26145","1354.41043471118"
"110070813679","Burlington","VT","54003.2830196376","Mead Rumford Cogen","10491","286372.503624662","I- 89","2822.94713554948","UNKNOWN132793","50011","797.057421047253"
"110060818566","Albuquerque","NM","1386.35659228926","Escalante","87","165916.2656687","Pan American Fwy","1287.37853029137","UNKNOWN304933","35001","740.454365875968"
"110001321427","Indianapolis","IN","7385.12361372166","Crawfordsville Power Plant","1024","87020.7063583899","I- 70","1397.1036081596","UNKNOWN124517","18097","1955.76287464337"
"110038692411","Dover","DE","965.400220162093","McKee Run","599","3533.32761787049","Puncheon Run Con","2488.64321457975","UNKNOWN170932","10001","1001.32625356634"
"110045009511","Anderson","SC","3421.9231256516","W S Lee","3264","25670.1724260382","I- 85","12631.7777588214","UNKNOWN113390","45007","793.275989304216"
"110045009520","Anderson","SC","3350.16948385772","W S Lee","3264","25571.8674543178","I- 85","12548.3151935868","UNKNOWN113390","45007","667.107663553307"
"110038765645","St. Joseph","MO","65212.030412235","Lake Road (MO)","2098","71459.2257677374","I- 35","1695.38900332066","UNKNOWN117425","29063","2187.11165354312"
"110070247569","Honolulu","HI","5123.08819089319","AES Hawaii","10673","27386.7618896908","Lunalilo Fwy","2141.1918881012","UNKNOWN155647","15003","3171.34376535467"
"110056365277","Haverhill","MA","692.981277345257","Waters River","1678","39169.1022784056","Blue Star Memorial Hwy","3585.9627323781","UNKNOWN133617","25009","806.294752462561"
"110043636919","Springfield","MO","2537.25108521069","James River Power Station","2161","14921.7051383311","I- 44","5592.46115402877","UNKNOWN117162","29077","878.973235464867"
"110070247729","Kokomo","IN","3765.86770703652","Caterpillar","50935","79959.6515797605","US Hwy 35","5046.30629122132","UNKNOWN128125","18067","1538.13858139911"
"110070106196","Burlington","IA","1949.26742056027","Burlington (IA)","1104","10309.0483405717","US Hwy 34","609.305470551548","UNKNOWN137736","19057","529.806803343036"
"110040129198","Holland","MI","57148.2173807257","Palisades","1715","14164.6876595607","I- 196","1306.03324068694","UNKNOWN129533","26159","1901.52307258685"
"110038750269","Wausau","WI","154567.534476646","White Pine Electric Power","10148","144496.342632117","US Hwy 51","66329.8133404889","UNKNOWN171267","55125","22791.7014640463"
"110071089294","Bangor","ME","92768.2906391683","Androscoggin Mill","54085","237776.169865454","I- 95","15231.1517569854","UNKNOWN161340","23019","5036.58227601897"
"110038709608","Philadelphia","PA","4346.20443294264","Philadelphia Refinery","52106","12146.2139391125","I- 76","3268.93341632963","MASTER","42101","2614.88156102916"
"110015335591","Sterling","VA","3794.1947574907","Dickerson","65284","33580.8362711044","State Rte 267","4320.07072065868","HEMDON","51059","2627.69778528082"
"110043456550","New York","NY","12247.3266560476","Ravenswood","2500","10929.5796381457","Interborough Pkwy","1378.93683027415","BROWNSVILLE","36047","3369.42825331946"
"110043315383","Lowell","MA","791.204401189765","Waters River","1678","45515.859197354","Lowell Con","1048.27695413572","UNKNOWN172841","25017","847.568647588235"
"110041262665","Kansas City","MO","7545.8263299508","Blue Valley","2132","26211.8038570132","US Hwy 71","469.804536837252","UNKNOWN117558","29095","2864.24657639584"
"110070234946","Goshen","IN","52029.0094626738","R M Schahfer","6085","102234.841127827","US Hwy 31","26530.3035016086","UNKNOWN122870","18085","19367.9246220019"
"110039530255","Dubuque","IA","2971.03027598377","Tipton","8106","120310.046981839","US Hwy 61","62907.8951945944","UNKNOWN130699","19061","1741.50545726987"
"110057203761","St. Paul","MN","6464.29287821772","Black Dog","1904","21720.9845758338","I- 35E","2153.47073327722","UNKNOWN129480","27123","2861.03325038976"
"110069349752","West Lafayette","IN","21042.2424617909","Caterpillar","50935","30108.9244482532","I- 65","20087.6365814749","DEQUINE","18157","9795.96061443492"
"110071090358","Pontiac","MI","2431.41323723254","Par Sterile Products","50318","20854.7492002271","State Hwy 59","1709.26250570305","UNKNOWN156387","26125","1447.48601420756"
"110043241480","Sanford","NC","719.619542599619","Mecklenburg Power Station","52007","170256.662921609","US Hwy 15","2017.13717524326","UNKNOWN114148","37105","2321.54461686461"
"110057203440","Missoula","MT","223421.909493554","Northeast (WA)","6210","348888.684913255","US Hwy 93 Alt","2763.86275902681","UNKNOWN207772","30029","988.218976185506"
"110038709387","Saginaw","MI","6790.73705313679","Dan E Karn","1702","32057.296291352","I- 675","1633.72760840186","UNKNOWN128630","26145","1125.12963836436"
"110057203217","Pine Bluff","AR","2729.57720892675","Lake Catherine","170","103903.562221329","I- 530","5447.19208617188","PINE BLUFF MCCAMANT","05069","1544.6682951423"
"110015365317","Springfield","MO","2229.38747472819","James River Power Station","2161","14202.8006369445","I- 44","5781.01141347888","MONROE","29077","1274.5921765761"
"110015331924","Minneapolis","MN","3932.46938310919","Black Dog","1904","26907.5326507964","I- 394","824.087789563059","ALDRICH","27053","587.712759282519"
"110071089783","Pocatello","ID","29241.5028540341","Naughton","4162","255806.964677851","I- 15","22398.8605160429","ROSS FORK","16011","15801.4030134073"
"110041721679","Caldwell","ID","78977.615697624","Boardman","6106","392451.806520509","I- 84","28349.8259724045","VALE","41045","1399.57609503909"
"110070261956","Detroit","MI","8122.81400226373","River Rouge","1740","18274.2890868507","Edsel Ford Fwy","596.470606120992","UNKNOWN128952","26163","2912.61010827502"
"110043241346","Lincoln Park","MI","7745.86141749696","River Rouge","1740","2043.3606346447","Fisher Fwy","1712.92476219863","UNKNOWN159046","26163","1101.4620502363"
"110067660150","Johnson City","TN","63582.3029498157","Asheville","2706","79945.0138012532","I- 40","35432.0638120823","UNKNOWN110360","37121","1964.37909062343"
"110038734171","Inver Grove Heights","MN","6929.95058470674","Inver Hills","1913","12998.6219730884","I- 494","1848.32326399402","RED ROCK","27037","3821.26490720221"
"110070209785","Pontiac","MI","8817.63923443897","Hancock","1730","14092.274620778","State Hwy 59","8824.37700054324","UNKNOWN128394","26125","4564.0022645601"
"110071089530","Richmond","CA","739.281469260941","SF State University","57043","32715.2698942501","I- 580","1304.81964684841","BARRETT","06013","1215.92922881789"
"110044761683","Green Bay","WI","8122.8644326931","Consumer Operations LLC","10360","4286.64140626767","State Hwy 172","278.434626374958","ASHLAND AVE","55009","2595.46251292663"
"110039552784","Kalamazoo","MI","3838.0954278625","Graphic Packaging","10698","2009.35105294019","US Hwy 131 Bus","4284.47069038294","UNKNOWN128779","26077","191.937916044555"
"110054626589","Saginaw","MI","4987.39790358425","Dan E Karn","1702","34542.7092448106","I- 675","865.2432746202","UNKNOWN156579","26145","590.008225240569"
"110038712934","Ann Arbor","MI","5707.44491476986","Hancock","1730","54779.3987243657","I- 94","634.422995525641","HEMLOCK","26161","1546.27487853326"
"110070671408","Framingham","MA","993.750301125401","Cherry Street","9038","23464.4659554693","I- 90","5574.31823727126","UNKNOWN136369","25017","2026.30411959293"
"110042240599","Bismarck","ND","210592.202012012","R M Heskett","2790","217690.744675269","I- 94","91590.8158908971","UNKNOWN134554","38031","1030.37757050809"
"110060281920","Green","OH","9512.62575868671","Akron Recycle Energy Plant","54265","22332.6334702632","I- 77","6508.1766484213","GREENTOWN","39151","4105.59074587679"
"110038734313","Inver Grove Heights","MN","6929.95058470674","Inver Hills","1913","12998.6219730884","I- 494","1848.32326399402","RED ROCK","27037","3821.26490720221"
"110070164241","Harrisburg","PA","5773.25209704846","Three Mile Island","8011","18246.2023010234","I- 83","3201.663661809","UNKNOWN172971","42043","853.456264590659"
"110038709911","Poway","CA","1654.2410610358","UCSD Fuel Cell Plant","57735","21845.8404695671","Escondido Fwy","4008.68524911341","POMERADO","06073","3575.18576424765"
"110038705443","Pittsburgh","PA","5911.83828812545","Cheswick Power Plant","8226","21561.3232687407","E Ohio St","138.492154987708","ARSENAL","42003","2559.50708343668"
"110039556067","Poinciana","FL","19561.3165846161","C D McIntosh Jr","676","44487.7359265666","State Hwy 570","32734.6769567963","EAST LAKE WALES","12105","6314.36671805304"
"110038704355","Chandler","AZ","8926.58265754228","Ocotillo","116","18891.2979775521","Loop 202","1146.85797037007","KNOX","04013","2717.09471602451"
"110059777308","Auburn","NY","1432.75942722743","Auburn State Street","8009","1353.15234672744","New York State Thruway","17210.4912323312","UNKNOWN145052","36011","580.432410912542"
"110070556255","Portland","ME","2763.89464343252","Androscoggin Energy Center","55031","132408.284574256","I- 295","731.008321581046","SEWALL","23005","1325.17698352661"
"110046425677","Kansas City","KS","3134.03409885106","Kansas City International","6144","24928.6442631138","State Hwy 5","1975.49660493275","UNKNOWN149373","20209","1657.6612349799"
"110063597022","Duluth","MN","131271.962707026","Moose Lake","1996","158591.643711976","I- 35","126356.720856618","UNKNOWN171199","27137","11604.3937177604"
"110066849030","Owensboro","KY","2160.67382113678","Elmer Smith","1374","6921.47812596991","US Hwy 60","5101.62245949426","UNKNOWN157774","21059","2750.69706591598"
"110001237359","Muncie","IN","4419.61178164126","Hamilton (OH)","2917","143401.88813541","State Rd 67","2801.21902413034","UNKNOWN156417","18035","1810.77504842992"
"110039546827","Hicksville","NY","5094.7440160551","Nassau Energy Corp","52056","5643.54335101521","Northern State Pkwy","820.644797391451","UNKNOWN129903","36059","784.213462938289"
"110070671372","Greenville","SC","1796.83923355773","W S Lee","3264","35107.887199532","I- 385","2423.57474519404","UNKNOWN114010","45045","1219.53145885369"
"110038752800","Warwick","RI","7256.44528474908","Pawtucket Power Associates","54056","27258.7545586617","I- 95","5607.30078161098","UNKNOWN157258","44003","958.851889177202"
"110063859677","Niagara Falls","NY","6309.45120972912","General Mills Inc","54564","34388.2691929199","I- 190","1093.63219331548","UNKNOWN129573","36063","780.100050069886"
"110043425362","East Lansing","MI","22774.0996084825","Eckert Station","1831","30882.3701409108","I- 96","3037.22757360574","UNKNOWN145646","26065","12217.3918378932"
"110007849356","Cookeville","TN","2253.05777170045","Gallatin (TN)","3403","101431.711533953","I- 40","3813.35531053574","UNKNOWN152158","47141","1352.44457373223"
"110039557128","Galveston","TX","1518.29317405033","San Jacinto Steam Electric Station","7325","57247.6344448058","I- 45","2947.43129473186","GALVESTON 26TH STREET","48167","1497.63667181894"
"110042112488","Little Rock","AR","1999.76122968286","Lake Catherine","170","83732.5014161483","US Hwy 167","872.681835287057","UNKNOWN117267","05119","1774.69900569237"
"110038753612","Bangor","ME","70766.4026342007","Androscoggin Mill","54085","100488.341661063","I- 95","2069.27614165052","UNKNOWN157948","23025","4469.01499818031"
"110043637810","Battle Creek","MI","60940.5471134206","Graphic Packaging","10698","85025.6588786193","US Hwy 27","3556.09573261717","UNKNOWN128962","26023","1116.50763173257"
"110070385558","Fitchburg","WI","25729.3346514782","Sheepskin","4059","16874.0490304365","I- 39","12999.412378465","STOUGHTON EAST","55025","1032.17060939908"
"110043425166","Battle Creek","MI","8164.85130849602","Graphic Packaging","10698","48576.6535691473","State Hwy 66","7129.56099262161","BATTLE CREEK","26025","2191.2919267341"
"110070354605","Mauldin","SC","25241.8626253785","W S Lee","3264","7652.27861225273","I- 85","7144.60167600969","UNKNOWN150470","45007","1255.57171258411"
"110039137966","Williamsport","PA","1224.33332163885","TalenEnergy Montour","3149","45041.8475528026","US Hwy 15","370.561232128781","UNKNOWN125624","42081","493.706581680684"
"110046369808","Bradenton","FL","4029.59305431501","Big Bend","645","41308.090064128","State Hwy 93","6325.37029213031","FRUIT INDUSTRIES","12081","1082.25401154861"
"110070209972","Rockford","IL","63647.897892864","Rock River","4057","79609.7022632617","US Hwy 20","2977.20148896385","UNKNOWN144432","17177","1342.82755004331"
"110015335573","Wilmington","DE","1550.35683784918","Chambers Cogeneration LP","10566","8760.42740227217","I- 495","1555.35531219294","BRANDYWINE","10003","1347.4603060686"
"110038750483","Stillwater","OK","47939.5571584235","Weleetka","2966","104692.894961881","I- 44","16640.8934354049","UNKNOWN118451","40081","8404.41488900153"
"110039532538","Taylor","MI","4044.654309601","Wyandotte","1866","15423.2849473667","Detroit Industrial Expy","1758.73467301056","UNKNOWN128432","26163","317.949413250528"
"110039537196","Yukon","OK","104403.045880701","Oklaunion","127","180366.984666941","I- 40","23638.962231601","UNKNOWN118809","40015","14066.2897613724"
"110043242746","Revere","MA","2871.32889356421","General Electric Aircraft Engines","10029","6638.59137138777","Northeast Expy","3761.49423879584","REVERE","25025","1903.08544007161"
"110070560290","Sioux Falls","SD","80240.7601493791","Angus Anson","7237","68962.6884949909","I- 29","18216.7753645872","UNKNOWN138637","46101","2003.42175012988"
"110070149187","Moorhead","MN","53575.8579339833","Hoot Lake","1943","70841.1916034817","I- 94","3370.99012882793","UNKNOWN170750","27027","1660.06909258195"
"110060989319","Mesa","AZ","3415.41038502413","Ocotillo","116","7481.79887565341","Superstition Fwy","3861.84751091013","UNKNOWN303782","04013","718.490875750177"
"110015330373","Miami Gardens","FL","5212.20775567102","Indiantown Cogeneration LP","50976","144375.661161787","State Hwy 924","2531.77345813395","OPA LOCKA","12086","1720.5887796293"
"110039557119","Galveston","TX","1518.29317405033","San Jacinto Steam Electric Station","7325","57247.6344448058","I- 45","2947.43129473186","GALVESTON 26TH STREET","48167","1497.63667181894"
"110070069149","Kokomo","IN","2595.35416342509","Caterpillar","50935","79613.3532135445","US Hwy 35","5359.68297995865","UNKNOWN128125","18067","537.940615549966"
"110056252987","Portland","OR","4864.02975525662","Alden Bailey Power Plant","56223","127894.957308587","Pacific Hwy","260.589921577817","UNKNOWN202104","41051","467.504043851908"
